,customer,invoice_date,qty_shipped,item,description,item_price,customer,industry,contact_owner,lifetime_sales,first_sale,county,market_opportunity,%_market_opp
275,1GHDPS,2015-02-27,1.0,VA00822AA,ALT: WIN 7 PRO 32BIT,200.0,1GHDPS,Government Services,Keith Johnson,21446.88,11/01/1999,Ottawa,825673.0,0.309
276,1GHDPS,2015-02-27,1.0,VA00795,"12.1""XGA 500NIT DISPLAY",1116.0,1GHDPS,Government Services,Keith Johnson,21446.88,11/01/1999,Ottawa,825673.0,0.309
280,1POKPP,2015-03-13,4.0,91843,PRINTEK FIELDPRO RT43,636.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
281,1POKPP,2015-03-13,4.0,91850,PRINTEK USB CABLE,50.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
283,1GNSAM,2015-02-20,4.0,AAH84RCS8AA1,BPR40 UHF 450-470 8CH 4W,200.0,1GNSAM,Manufacturing,Kelly Hoek,31677.26,12/30/2011,Ottawa,825673.0,0.309
284,1GNSAM,2015-02-20,4.0,PMMN4029,REMOTE SPEAKER MIC/ IP57,63.75,1GNSAM,Manufacturing,Kelly Hoek,31677.26,12/30/2011,Ottawa,825673.0,0.309
287,4VANCS,2015-05-15,1.0,PB47UINT13,PRO-GARD PUSH BUMPER,280.0,4VANCS,Law Enforcement,Tom Gillespie,99481.98,11/01/1999,Van Buren,165946.0,0.257
288,4VANCS,2015-05-15,1.0,ES100,FED SIG DYNAMAX COMPACT SPKR,200.0,4VANCS,Law Enforcement,Tom Gillespie,99481.98,11/01/1999,Van Buren,165946.0,0.257
289,4VANCS,2015-05-15,1.0,ESBEXP07,FED SIG SPK BRACKET,30.0,4VANCS,Law Enforcement,Tom Gillespie,99481.98,11/01/1999,Van Buren,165946.0,0.257
291,1HAWOR,2015-02-20,1.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,799.0,1HAWOR,Manufacturing,Kelly Hoek,78468.79,11/01/1999,Ottawa,825673.0,0.309
292,1KUYPE,2015-02-20,1.0,PMMN4071,MOTO IMPRESS RSM LARGE 3.5 JCK,70.0,1KUYPE,Colleges & Universities,Pat McBride,801.15,12/27/2013,Kent,1601574.0,0.421
293,1HAWOR,2015-02-20,4.0,WPLN4232,IMPRESS CHARGER 110 VAX,53.55,1HAWOR,Manufacturing,Kelly Hoek,78468.79,11/01/1999,Ottawa,825673.0,0.309
296,1HOLSD,2015-03-20,1.0,AAM01JQC9JC1,MOTO CM200D 136-174 45W MOBILE,433.6,1HOLSD,Government Services,Keith Johnson,8921.47,11/01/1999,Ottawa,825673.0,0.309
297,1HOLSD,2015-03-20,1.0,AAM01JQC9JC1,MOTO CM200D 136-174 45W MOBILE,433.6,1HOLSD,Government Services,Keith Johnson,8921.47,11/01/1999,Ottawa,825673.0,0.309
298,1HAWOR,2015-02-13,2.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,799.0,1HAWOR,Manufacturing,Kelly Hoek,78468.79,11/01/1999,Ottawa,825673.0,0.309
299,1SUSPA,2015-02-20,2.0,AAH84RCJ8AA1,MOTO BPR40 UHF 4W 16CH NAVY,220.0,1SUSPA,Manufacturing,Skip Petrovich,3365.79,9/14/2004,Ottawa,825673.0,0.309
302,1CASSC,2015-06-30,1.0,RX2700CC,"CODE 3 RX2700CC 47"" LIGHTBAR",1450.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
303,1CASSC,2015-06-30,1.0,ES100,FED SIG DYNAMAX COMPACT SPKR,210.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
304,1CASSC,2015-06-30,1.0,ESBEXP07,FED SIG SPK BRACKET,30.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
305,1CASSC,2015-06-30,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
306,1HOLPD,2015-02-13,3.0,51078-19-1 SZ,CS1 TANTO LINER LOCK KNFE,59.99,1HOLPD,Law Enforcement,Keith Johnson,184563.18,11/01/1999,Ottawa,825673.0,0.309
307,1ALLCD,2015-02-13,1.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,440.84,1ALLCD,911 & Dispatch,Keith Johnson,434459.15,11/01/1999,Allegan,318656.0,0.149
309,1OTTCE,2015-03-27,4.0,SMW3053C002CBLK180,MOBILMARK GPS ANTENNA SRFC MNT,157.0,1OTTCE,911 & Dispatch,Keith Johnson,223192.17,11/01/1999,Ottawa,825673.0,0.309
310,1OTTCE,2015-03-27,4.0,1409320100,CALAMP FUSION LTE ROUTER,1490.0,1OTTCE,911 & Dispatch,Keith Johnson,223192.17,11/01/1999,Ottawa,825673.0,0.309
311,1OTTCE,2015-03-27,4.0,3YRWTYFUSION,3 YEAR WARRANTY/FUSION LTE,250.0,1OTTCE,911 & Dispatch,Keith Johnson,223192.17,11/01/1999,Ottawa,825673.0,0.309
312,1POKPP,2015-03-13,4.0,92987,PRINTEK FIELDPRO POWER DC-DC,65.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
313,1KENQF,2015-02-20,2.0,AAH55QDC9LA1,XPR6350 403-470 1-4W 32CH GPS,776.25,1KENQF,Manufacturing,Kelly Hoek,60147.55,9/29/2008,Ottawa,825673.0,0.309
314,1KENQF,2015-02-20,1.0,AAH55QDH9LA1,XPR6550 403-470M 4W DSPL W/GPS,838.75,1KENQF,Manufacturing,Kelly Hoek,60147.55,9/29/2008,Ottawa,825673.0,0.309
315,1KENQF,2015-02-20,8.0,PMNN4077,IMPRESS Li-ION BATTERY,88.0,1KENQF,Manufacturing,Kelly Hoek,60147.55,9/29/2008,Ottawa,825673.0,0.309
316,4LINTP,2015-08-07,1.0,P4704UINT13A,PRO-GARD C/SLDE WNDW PARTITION,600.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
317,4LINTP,2015-08-07,1.0,RP47UINT13,PRO-GARD FORD UTILITY INTRCPTR,110.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
318,4LINTP,2015-08-07,1.0,SP47BS13,PRO-GARD LWR EXT PANEL BS,90.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
319,4LINTP,2015-08-07,1.0,B4705UINT13,PRO-GARD CARGO BARRIER W/SA,400.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
320,4LINTP,2015-08-07,1.0,CVS1308INUT,"HAVIS 21"" CONSOLE",360.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
321,4LINTP,2015-08-07,1.0,CCUP2I,"HAVIS DUAL CUP HOLDER 4""",40.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
322,4LINTP,2015-08-07,1.0,CARM101,HAVIS TOP MNT ARM REST,90.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
323,4LINTP,2015-08-07,1.0,CHDM214,"HAVIS TELESCOPING 8.5"" POLE",110.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
324,4LINTP,2015-08-07,1.0,HAF4013,800 ANTENNA,43.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
325,4LINTP,2015-08-07,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
326,4LINTP,2015-08-07,1.0,RX2700CC,"CODE 3 RX2700CC 47"" LIGHTBAR",1450.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
327,1HILIT,2015-02-20,1.0,AAH88QCP9JA2,MOTO SL300 403-470M 2-3W,475.0,1HILIT,Manufacturing,Pat McBride,67967.41,7/24/2012,Muskegon,281690.0,0.176
328,4VANCS,2015-05-15,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,4VANCS,Law Enforcement,Tom Gillespie,99481.98,11/01/1999,Van Buren,165946.0,0.257
329,1OVEFD,2015-02-27,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,392.25,1OVEFD,Fire & EMS,Keith Johnson,10223.07,11/01/1999,Ottawa,825673.0,0.309
331,1GHDPS,2015-02-27,1.0,CAT6ASS5FT,CAT6A SNAGLESS SHIELDED 5FT,10.0,1GHDPS,Government Services,Keith Johnson,21446.88,11/01/1999,Ottawa,825673.0,0.309
336,1COLIS,2015-02-13,1.0,0180352A06,ANT KIT,7.0,1COLIS,Construction,Pat McBride,1574.42,11/01/1999,Mason,88198.0,0.362
337,1COLIS,2015-02-13,1.0,0180371A24,MT & CABLE,31.25,1COLIS,Construction,Pat McBride,1574.42,11/01/1999,Mason,88198.0,0.362
338,1COLIS,2015-02-13,1.0,2880376E84,MINI UHF CONNECTOR,6.0,1COLIS,Construction,Pat McBride,1574.42,11/01/1999,Mason,88198.0,0.362
349,7EMAMB,2015-03-31,1.0,7110-0913,MOTOROLA TILT/SWIVEL FOLDING,341.0,7EMAMB,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131
350,1ROSCA,2015-02-27,6.0,AAH01QDC9JA2,CP200D UHF 4W ND,465.0,1ROSCA,Manufacturing,Skip Petrovich,62902.0,4/13/2011,Kent,1601574.0,0.421
351,1ROSCA,2015-02-27,6.0,PMMN4013,REMOTE SPEAKER MIC,70.0,1ROSCA,Manufacturing,Skip Petrovich,62902.0,4/13/2011,Kent,1601574.0,0.421
352,4BERSH,2015-06-19,1.0,SP47BS13,PRO-GARD LWR EXT PANEL BS,75.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
353,4BERSH,2015-06-19,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,1000.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
354,4BERSH,2015-06-19,1.0,CCMC18,"TROY 18"" SLOPED CONSOLE",335.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
355,4BERSH,2015-06-19,1.0,FPWC10285909,WHELEN CENCOM 4 FACEPLATE-INCH,40.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
356,4BERSH,2015-06-19,2.0,FPBLNK2,FACE PLATE 2-INCH	EA-INCH,10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
357,4BERSH,2015-06-19,3.0,FPBLNK1,"TROY FP 1"" BLANK",10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
358,4BERSH,2015-06-19,1.0,ACINTBHG,TROY INTERNAL DUAL BEVERAGE,60.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
359,4BERSH,2015-06-19,1.0,ENT2B3R,INTERSECTOR UNDER MIRROR RED,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
360,4BERSH,2015-06-19,1.0,ENT2B3B,INTERSECTOR UNDER MIRROR BLUE,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
361,4BERSH,2015-06-19,1.0,XT4DSB,CODE 3 DUAL STACK LED BLUE,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
362,4BERSH,2015-06-19,1.0,XT4DSR,CODE 3 DUAL STACK LED RED,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
363,4BERSH,2015-06-19,1.0,5340D,GO RHINO PUSH BUMPER-DUAL COAT,350.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
364,4BERSH,2015-06-19,1.0,5340WHD,GO RHINO HD BLK BRUSHGUARD,320.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
365,4BERSH,2015-06-19,1.0,WB47NPUINT13,PRO-GARD REAR WINDOW ARMOR,200.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
366,4BERSH,2015-06-19,1.0,CMMCMTSALT17,TROY MC SWING-ARM LAPTOP MOUNT,525.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
367,4BERSH,2015-06-19,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
368,4BERSH,2015-06-19,1.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,60.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
369,4BERSH,2015-05-29,1.0,P4704UINT13A,PRO-GARD C/SLDE WNDW PARTITION,600.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
370,4BERSH,2015-05-29,1.0,RP47UINT13,PRO-GARD FORD UTILITY INTRCPTR,90.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
371,4BERSH,2015-05-29,1.0,SP47BS13,PRO-GARD LWR EXT PANEL BS,75.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
372,4BERSH,2015-05-29,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,1000.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
373,4BERSH,2015-05-29,1.0,CCMC18,"TROY 18"" SLOPED CONSOLE",335.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
374,4BERSH,2015-05-29,1.0,FPWC10285909,WHELEN CENCOM 4 FACEPLATE-INCH,40.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
375,4BERSH,2015-05-29,2.0,FPBLNK2,FACE PLATE 2-INCH	EA-INCH,10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
376,4BERSH,2015-05-29,3.0,FPBLNK1,"TROY FP 1"" BLANK",10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
377,4BERSH,2015-05-29,1.0,ACINTBHG,TROY INTERNAL DUAL BEVERAGE,60.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
378,4BERSH,2015-05-29,1.0,ENT2B3R,INTERSECTOR UNDER MIRROR RED,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
379,4BERSH,2015-05-29,1.0,ENT2B3B,INTERSECTOR UNDER MIRROR BLUE,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
380,4BERSH,2015-05-29,1.0,XT4DSB,CODE 3 DUAL STACK LED BLUE,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
381,4BERSH,2015-05-29,1.0,XT4DSR,CODE 3 DUAL STACK LED RED,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
382,4BERSH,2015-05-29,1.0,5340D,GO RHINO PUSH BUMPER-DUAL COAT,350.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
383,4BERSH,2015-05-29,1.0,5340WHD,GO RHINO HD BLK BRUSHGUARD,320.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
384,4BERSH,2015-05-29,1.0,WB47NPUINT13,PRO-GARD REAR WINDOW ARMOR,200.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
385,4BERSH,2015-05-29,1.0,CMMCMTSALT17,TROY MC SWING-ARM LAPTOP MOUNT,525.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
386,4BERSH,2015-05-29,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
387,4BERSH,2015-05-29,1.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,60.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
388,4BERSH,2015-05-22,1.0,P4704UINT13A,PRO-GARD C/SLDE WNDW PARTITION,600.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
389,4BERSH,2015-05-22,1.0,RP47UINT13,PRO-GARD FORD UTILITY INTRCPTR,90.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
390,4BERSH,2015-05-22,1.0,SP47BS13,PRO-GARD LWR EXT PANEL BS,75.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
391,4BERSH,2015-05-22,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,1000.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
392,4BERSH,2015-05-22,1.0,CCMC18,"TROY 18"" SLOPED CONSOLE",335.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
393,4BERSH,2015-05-22,1.0,FPWC10285909,WHELEN CENCOM 4 FACEPLATE-INCH,40.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
394,4BERSH,2015-05-22,2.0,FPBLNK2,FACE PLATE 2-INCH	EA-INCH,10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
395,4BERSH,2015-05-22,3.0,FPBLNK1,"TROY FP 1"" BLANK",10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
396,4BERSH,2015-05-22,1.0,ACINTBHG,TROY INTERNAL DUAL BEVERAGE,60.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
397,4BERSH,2015-05-22,1.0,ENT2B3R,INTERSECTOR UNDER MIRROR RED,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
398,4BERSH,2015-05-22,1.0,ENT2B3B,INTERSECTOR UNDER MIRROR BLUE,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
399,4BERSH,2015-05-22,1.0,XT4DSB,CODE 3 DUAL STACK LED BLUE,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
400,4BERSH,2015-05-22,1.0,XT4DSR,CODE 3 DUAL STACK LED RED,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
401,4BERSH,2015-05-22,1.0,5340D,GO RHINO PUSH BUMPER-DUAL COAT,350.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
402,4BERSH,2015-05-22,1.0,5340WHD,GO RHINO HD BLK BRUSHGUARD,320.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
403,4BERSH,2015-05-22,1.0,WB47NPUINT13,PRO-GARD REAR WINDOW ARMOR,200.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
404,4BERSH,2015-05-22,1.0,CMMCMTSALT17,TROY MC SWING-ARM LAPTOP MOUNT,525.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
405,4BERSH,2015-05-22,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
406,4BERSH,2015-05-22,1.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,60.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
407,4BERSH,2015-05-08,1.0,P4704UINT13A,PRO-GARD C/SLDE WNDW PARTITION,600.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
408,4BERSH,2015-05-08,1.0,RP47UINT13,PRO-GARD FORD UTILITY INTRCPTR,90.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
409,4BERSH,2015-05-08,1.0,SP47BS13,PRO-GARD LWR EXT PANEL BS,75.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
410,4BERSH,2015-05-08,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,1000.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
411,4BERSH,2015-05-08,1.0,CCMC18,"TROY 18"" SLOPED CONSOLE",335.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
412,4BERSH,2015-05-08,1.0,FPWC10285909,WHELEN CENCOM 4 FACEPLATE-INCH,40.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
413,4BERSH,2015-05-08,2.0,FPBLNK2,FACE PLATE 2-INCH	EA-INCH,10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
414,4BERSH,2015-05-08,3.0,FPBLNK1,"TROY FP 1"" BLANK",10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
415,4BERSH,2015-05-08,1.0,ACINTBHG,TROY INTERNAL DUAL BEVERAGE,60.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
416,4BERSH,2015-05-08,1.0,ENT2B3R,INTERSECTOR UNDER MIRROR RED,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
417,4BERSH,2015-05-08,1.0,ENT2B3B,INTERSECTOR UNDER MIRROR BLUE,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
418,4BERSH,2015-05-08,1.0,XT4DSB,CODE 3 DUAL STACK LED BLUE,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
419,4BERSH,2015-05-08,1.0,XT4DSR,CODE 3 DUAL STACK LED RED,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
420,4BERSH,2015-05-08,1.0,5340D,GO RHINO PUSH BUMPER-DUAL COAT,350.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
421,4BERSH,2015-05-08,1.0,5340WHD,GO RHINO HD BLK BRUSHGUARD,320.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
422,4BERSH,2015-05-08,1.0,WB47NPUINT13,PRO-GARD REAR WINDOW ARMOR,200.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
423,4BERSH,2015-05-08,1.0,CMMCMTSALT17,TROY MC SWING-ARM LAPTOP MOUNT,525.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
424,4BERSH,2015-05-08,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
425,4BERSH,2015-05-08,1.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,60.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
426,4BERSH,2015-05-15,1.0,P4704UINT13A,PRO-GARD C/SLDE WNDW PARTITION,600.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
427,4BERSH,2015-05-15,1.0,RP47UINT13,PRO-GARD FORD UTILITY INTRCPTR,90.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
428,4BERSH,2015-05-15,1.0,SP47BS13,PRO-GARD LWR EXT PANEL BS,75.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
429,4BERSH,2015-05-15,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,1000.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
430,4BERSH,2015-05-15,1.0,CCMC18,"TROY 18"" SLOPED CONSOLE",335.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
431,4BERSH,2015-05-15,1.0,FPWC10285909,WHELEN CENCOM 4 FACEPLATE-INCH,40.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
432,4BERSH,2015-05-15,2.0,FPBLNK2,FACE PLATE 2-INCH	EA-INCH,10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
433,4BERSH,2015-05-15,3.0,FPBLNK1,"TROY FP 1"" BLANK",10.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
434,4BERSH,2015-05-15,1.0,ACINTBHG,TROY INTERNAL DUAL BEVERAGE,60.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
435,4BERSH,2015-05-15,1.0,ENT2B3R,INTERSECTOR UNDER MIRROR RED,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
436,4BERSH,2015-05-15,1.0,ENT2B3B,INTERSECTOR UNDER MIRROR BLUE,150.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
437,4BERSH,2015-05-15,1.0,XT4DSB,CODE 3 DUAL STACK LED BLUE,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
438,4BERSH,2015-05-15,1.0,XT4DSR,CODE 3 DUAL STACK LED RED,130.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
439,4BERSH,2015-05-15,1.0,5340D,GO RHINO PUSH BUMPER-DUAL COAT,350.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
440,4BERSH,2015-05-15,1.0,5340WHD,GO RHINO HD BLK BRUSHGUARD,320.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
441,4BERSH,2015-05-15,1.0,WB47NPUINT13,PRO-GARD REAR WINDOW ARMOR,200.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
442,4BERSH,2015-05-15,1.0,CMMCMTSALT17,TROY MC SWING-ARM LAPTOP MOUNT,525.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
