,customer,invoice_date,qty_shipped,item,description,item_price,customer,industry,contact_owner,lifetime_sales,first_sale,county,market_opportunity,%_market_opp
9234,1OTTSD,2019-06-28,1.0,S-2-TCPUSE-H-NI6,340-2700 2-WAY REACTIVE,60.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9235,1OTTSD,2019-06-28,4.0,DN-B15,350-2700 MHz 3dB LOW PIM 500W,65.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9237,7MARMA,2019-06-28,6.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,445.0,7MARMA,Manufacturing,Jessica Spindler,85206.71,11/01/1999,Manistee,62275.0,0.39
9239,4KATWP,2019-07-31,11.0,93722,PRINTEK VP420 USB PRINTER,515.0,4KATWP,Law Enforcement,Tom Gillespie,46232.99,9/29/2003,Kalamazoo,1117141.0,0.361
9240,4KATWP,2019-07-31,11.0,93725,PRINTEK USB/POWER CABLE 6',60.0,4KATWP,Law Enforcement,Tom Gillespie,46232.99,9/29/2003,Kalamazoo,1117141.0,0.361
9241,4KATWP,2019-07-31,11.0,93759,PRINTEK VP420 MOUNTING PLATE,30.0,4KATWP,Law Enforcement,Tom Gillespie,46232.99,9/29/2003,Kalamazoo,1117141.0,0.361
9242,1OTISD,2019-06-28,1.0,FUTURE ACCESSORIES,to be determined by customer,4760.73,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9243,1CIRCC,2019-06-28,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,500.0,1CIRCC,Manufacturing,Jessica Spindler,19863.66,3/01/2018,Emmet,80040.0,0.131
9246,1HILIT,2019-06-28,1.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,451.25,1HILIT,Manufacturing,Pat McBride,67967.41,7/24/2012,Muskegon,281690.0,0.176
9248,1EAGAI,2019-06-28,1.0,SRW12US,TRIPP 12U WALLMOUNT RACK,399.0,1EAGAI,Manufacturing,Pat McBride,74725.63,11/05/2003,Muskegon,281690.0,0.176
9249,1CASSC,2019-08-29,1.0,ESB-TAH15,ES100 BRACKET FOR TAHOE 2015,30.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
9250,1GUAPR,2019-07-26,2.0,PMNN4066,MOTO IMPRES LI-ION BATTERY,88.0,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
9251,1GUAPR,2019-07-26,2.0,PMAE4023,ANTENNA/STUBBY FOR MOTO.,10.75,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
9252,1GUAPR,2019-07-26,2.0,PMNN4409,MOTO IMPRES LIION BATT (IP68),112.0,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
9253,1GUAPR,2019-07-26,2.0,PMAE4003,UHF STUBBY ANTENNA,11.25,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
9254,1KEEBL,2019-06-26,1.0,QA02773,ADD:IMPRESS WINDPORTING RSM,75.0,1KEEBL,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.421
9255,1HOLEN,2019-07-26,1.0,HAD4008,MOTO ANTENNA KIT QUARTER WAVE,24.0,1HOLEN,Manufacturing,Kelly Hoek,29821.95,11/01/1999,Ottawa,825673.0,0.309
9262,1GEOSC,2019-08-09,1.0,AAM02QPH9JA1AN,MOTO XPR 2500 403-470 MHZ,648.0,1GEOSC,Transportation,Keith Johnson,5301.0,12/29/2006,Ottawa,825673.0,0.309
9263,1GEOSC,2019-08-09,1.0,HAE4003,UNITY GAIN ANT KIT-ROOF MNT.,20.0,1GEOSC,Transportation,Keith Johnson,5301.0,12/29/2006,Ottawa,825673.0,0.309
9264,1MOTUS,2019-06-27,2.0,LPX-14,DURACOMM 13A ADJ 13.8VDC LOW,99.5,1MOTUS,Manufacturing,Kelly Hoek,29438.58,12/24/2014,Ottawa,825673.0,0.309
9265,1AMWAY,2019-06-27,8.0,BLOCK,"8""X8""X16"" CONCRETE BLOCK",4.5,1AMWAY,Manufacturing,Pat McBride,21846.66,12/28/2015,Kent,1601574.0,0.421
9266,1HOLBP,2019-06-28,1.0,QA04950AS,ADD: TIA IMPRESS LV LI-ION,55.0,1HOLBP,Utilities,Keith Johnson,83773.36,11/01/1999,Ottawa,825673.0,0.309
9267,1ZEEBP,2019-06-28,10.0,AAH56JDN9RA1AN,MOTO XPR 7550e FKP GPS BT WiFi,985.0,1ZEEBP,Utilities,Keith Johnson,17812.11,11/01/1999,Ottawa,825673.0,0.309
9268,7HARSP,2019-06-28,1.0,AAM01JQC9JA1AN,MOTO CM200D 136-174 45W 16CH,455.0,7HARSP,Government Services,Jessica Spindler,11667.91,11/01/1999,Emmet,80040.0,0.131
9269,7HODDO,2019-07-12,4.0,ICT241220A,ICT SWTCHNG VOLTAGE CONVERTER,165.0,7HODDO,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192
9270,7HODDO,2019-07-12,1.0,PMMN4071,MOTO IMPRESS RSM LARGE 3.5 JCK,75.0,7HODDO,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192
9273,1OTISD,2019-06-28,26.0,AAH81TCN9TA2AN,MOTO SL7550E 450-512M 3W ENG,1015.0,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9274,1OTISD,2019-06-28,1.0,FUTURE ACCESSORIES,to be determined by customer,4760.73,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9275,1OTISD,2019-06-28,6.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,925.0,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9276,1CONCI,2019-07-26,3.0,DTS150NBDLAA,MOTO DTR700 1W 900 MHZ 50CH,305.0,1CONCI,Mining & Materials,Skip Petrovich,7043.9,11/01/1999,Kent,1601574.0,0.421
9277,1WATPD,2019-07-31,1.0,DS604DS,GUN RACK W/DUAL VERT. MOUNT,350.0,1WATPD,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.291
9279,1FOURW,2019-08-30,100.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,855.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
9280,1FOURW,2019-08-30,5.0,AAM28QPN9WA1AN,MOTO XPR 5550E 403-470M 40W,720.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
9281,1FCSTJ,2019-07-19,4.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,535.0,1FCSTJ,Religious Institutions,Tom Gillespie,7369.71,6/14/2018,Berrien,510290.0,0.291
9282,1OTSEG,2019-07-19,2.0,VG5530-LVZ-M-VZAT,CALAMP VANGUARD 5530MC MOBILE,799.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
9283,1OTSEG,2019-07-19,2.0,SMW3053C002CWHT180,MOBILEMARK COMBO CELLULAR/GPS,150.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
9284,1OTSEG,2019-07-19,2.0,RMWLF3CWHT180,MOBILEMARK 1.7-2.7 GHZ 3DBI,185.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
9285,4NEWPD,2019-09-20,1.0,SMW3053C002CBLK180,MOBILMARK GPS ANTENNA SRFC MNT,157.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
9286,4NEWPD,2019-09-20,1.0,RMWLF3CBLK180,MOBILEMARK 1.7-2.7GHZ 3DBI,85.87,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
9287,4NEWPD,2019-09-20,1.0,DEVICEOUTLOOK,CALAMP DEVICE OUTLOOK,26.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
9288,4NEWPD,2019-09-20,25.0,CAT5,CAT5 CABLE,0.6,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
9289,4NEWPD,2019-09-20,1.0,DS-DA-602,HAVIS COMMUNICATIONS HUB,208.95,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
9293,1PERRI,2019-07-19,5.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,986.2,1PERRI,Manufacturing,Kelly Hoek,431948.95,3/20/2014,Allegan,318656.0,0.149
9294,1ZEEFD,2019-07-12,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,465.0,1ZEEFD,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309
9295,4BERSH,2019-08-29,2.0,93673,PRINTEK FIELDPRO 541 W/O BATT,525.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
9296,4BERSH,2019-08-29,2.0,93678,PRINTEK USB-C CABLE 15' FP-541,42.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
9297,4BERSH,2019-08-29,2.0,93682,PRINTEK IN-VEH ADAPTER,70.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
9298,4BERSH,2019-08-29,2.0,93730,PRINTEK FP541 UNIVERSAL,120.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
9299,1BOYGC,2019-07-19,4.0,AAK50X501,"MOTO ACCESSORY KIT, EARPIECE",36.07,1BOYGC,K12 Education,Kelly Hoek,2712.23,10/23/2003,Ottawa,825673.0,0.309
9300,1OCEEL,2019-07-19,1.0,RLN6490,"MOTO ACCESSORY KIT, XBT HDSET",630.0,1OCEEL,Utilities,Jessica Spindler,16940.06,11/01/1999,Charlevoix,68747.0,0.192
9303,1VALTP,2019-07-26,3.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,532.0,1VALTP,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.421
9304,1OCEEL,2019-09-26,4.0,92900-01,PLANTRONICS CA12CD-S PTT,590.0,1OCEEL,Utilities,Jessica Spindler,16940.06,11/01/1999,Charlevoix,68747.0,0.192
9305,1COORI,2019-08-23,1.0,AAM28JQC9RA1AN,MOTO XPR 5350E 136-174 45W,745.0,1COORI,K12 Education,Jessica Spindler,7577.75,10/08/2015,Roscommon,55477.0,0.283
9306,1COORI,2019-08-23,1.0,PMAN4000,GPS THRU HOLE MOUNT ANTENNA,95.0,1COORI,K12 Education,Jessica Spindler,7577.75,10/08/2015,Roscommon,55477.0,0.283
9307,1COORI,2019-08-23,1.0,HAD4008,MOTO ANTENNA KIT QUARTER WAVE,23.0,1COORI,K12 Education,Jessica Spindler,7577.75,10/08/2015,Roscommon,55477.0,0.283
9308,1COORI,2019-08-23,1.0,RKN4136,MOTO IGNITION SWITCH CABLE,35.0,1COORI,K12 Education,Jessica Spindler,7577.75,10/08/2015,Roscommon,55477.0,0.283
9309,1GUAPR,2019-07-26,2.0,PMAE4070,"MOTO ANTENNA,UHF STUBBY",9.79,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
9310,1ZFSIT,2019-08-29,2.0,EZ600NMHX,TIMES MICROWAVE N MALE,20.0,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9311,1ROSRD,2019-07-12,2.0,45888,RF INDUSTRIES N FEM CONN,6.5,1ROSRD,Transportation,Jessica Spindler,51494.0,6/23/2014,Roscommon,55477.0,0.283
9313,7INVFD,2019-07-26,2.0,GS9XBRC-SXXXEN,UNICATION STD DESKTOP CHARGER,80.0,7INVFD,Fire & EMS,Jessica Spindler,10607.75,11/01/1999,Cheboygan,64817.0,0.402
9314,1ALLTF,2019-08-23,5.0,G4XXUNME01B,UNICATION REPLACEMENT BELT,12.6,1ALLTF,Fire & EMS,Keith Johnson,18739.51,11/01/1999,Allegan,318656.0,0.149
9317,1OTSEG,2019-07-26,12.0,T69SWLS1072M-R,UNICATION MICRO USB REPLCMNT,25.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
9318,1STOWC,2019-07-31,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,604.0,1STOWC,Manufacturing,Kelly Hoek,42643.34,6/26/2013,Ottawa,825673.0,0.309
9319,1OTTSD,2019-07-17,1.0,CSI-AY/746-896/11,WESTELL TECH 746-896/11 YAGI,225.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9320,1OTTSD,2019-07-17,8.0,CS03-019-429,WESTELL CLEARLINK MULTIBAND,74.5,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9321,1OTTSD,2019-07-17,1.0,CS14-710-810,WESTELL 700/800PS SIGNAL BSTR,6499.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9322,1OTTSD,2019-07-17,400.0,ICA12-50JPL,"RFS 1/2"" PLENUM COAX CABLE",2.7,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9323,1OTTSD,2019-07-17,400.0,ICA12-50JPL,"RFS 1/2"" PLENUM COAX CABLE",2.7,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9324,1OTTSD,2019-07-17,400.0,ICA12-50JPL,"RFS 1/2"" PLENUM COAX CABLE",2.7,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9325,1OTTSD,2019-07-17,5.0,RG142-NM-X-3,COMMSCOPE 3' RG142 NM X,37.5,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9326,1OTTSD,2019-07-17,26.0,15566086,RFS N MALE OMNI FIT CONNECTOR,15.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9327,1OTTSD,2019-07-17,1.0,IS50NXC2,IS50NXC2 FLANGE ARRESTOR,98.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9328,1OTTSD,2019-07-17,1.0,CS19-BBU-001,WESTELL 12/24 HOUR NFPA CMPLNT,4600.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9329,1OTTSD,2019-07-17,1.0,NSB-AGM31,NORTH STAR ULTRA HIGH PERF,412.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9330,1OTTSD,2019-07-17,4.0,DN-B15,350-2700 MHz 3dB LOW PIM 500W,65.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9331,1OTTSD,2019-07-17,1.0,CS05-481-114,WESTELL PT8/340-2.7K/N,65.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9332,1OTTSD,2019-07-17,1.0,CS05-479-114,WESTELL PT6/340-2.7K / N,65.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9333,1OTTSD,2019-07-17,1.0,S-2-TCPUSE-H-NI6,340-2700 2-WAY REACTIVE,60.0,1OTTSD,Law Enforcement,Keith Johnson,848407.03,11/01/1999,Ottawa,825673.0,0.309
9342,1ZEEBP,2019-07-31,2.0,AAH56JDN9RA1AN,MOTO XPR 7550e FKP GPS BT WiFi,985.0,1ZEEBP,Utilities,Keith Johnson,17812.11,11/01/1999,Ottawa,825673.0,0.309
9343,1HOLEN,2019-07-26,1.0,AAM01JNC9JA1AN,MOTO CM200D 136-174 25W 16CH,497.0,1HOLEN,Manufacturing,Kelly Hoek,29821.95,11/01/1999,Ottawa,825673.0,0.309
9345,7CHEBS,2019-08-09,5.0,HAE4003,UNITY GAIN ANT KIT-ROOF MNT.,27.75,7CHEBS,K12 Education,Jessica Spindler,49820.15,11/01/1999,Cheboygan,64817.0,0.402
9349,1FOURW,2019-08-30,10.0,PMNN4491,MOTO BATT IMPRESS LIION IP68,99.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
9350,1ZFSIT,2019-09-26,24.0,PMNN4489,MOTO BATT IMPRES LIION,153.0,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9351,1ZFSIT,2019-09-26,24.0,PMLN7008,MOTO CARRY ACCESSORY-BELT CLIP,11.05,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9352,1ZFSIT,2019-09-20,3.0,PMPN4284,MOTO MULTI-UNIT CHARGER,556.75,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9353,1ZFSIT,2019-09-20,16.0,PMLN5844,"MOTO NYLON CC 3"" FIX BELT LOOP",22.1,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9354,1ZFSIT,2019-09-20,16.0,NTN5243,MOTO STRAP,19.55,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9355,1ZFSIT,2019-09-20,16.0,RLN6488,MOTO ANTI SWAY STRAP,12.75,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9356,1ZFSIT,2019-08-29,1.0,PMS-3030,DDB WALL OR POLE MOUNT,330.0,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9357,1ZFSIT,2019-08-29,1.0,F25-115T,DDB DUAL 115VAC FAN KIT,144.0,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9358,1ZFSIT,2019-08-29,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,1ZFSIT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309
9359,1OTISD,2019-08-29,36.0,BKN,BEACONSTAC INDOOR BEACON,44.0,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9360,1OTISD,2019-08-29,24.0,WBKN,BEACONSTAC OUTDOOR BEACONS,52.8,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9361,1OTISD,2019-08-29,60.0,BKN 2YR,BEACONSTAC 2YR EXTENDED,0.5,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9362,1CONCI,2019-07-26,2.0,HKLN4606,MOTO REMOTE SPEAKER MIC,60.0,1CONCI,Mining & Materials,Skip Petrovich,7043.9,11/01/1999,Kent,1601574.0,0.421
9363,1VALTP,2019-07-26,2.0,QA02773,ADD:IMPRESS WINDPORTING RSM,75.0,1VALTP,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.421
9364,1VALTP,2019-07-26,2.0,PMNN4491,MOTO BATT IMPRESS LIION IP68,80.0,1VALTP,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.421
9365,4STJTP,2020-03-31,1.0,TK47UINT20A,PRO-GARD PARTITION XFR KIT,263.0,4STJTP,Law Enforcement,Tom Gillespie,26776.59,4/06/2004,Berrien,510290.0,0.291
9366,4STJTP,2020-03-31,1.0,RP47UINT20,PRO-GARD RECESSED PANEL UNIT,108.0,4STJTP,Law Enforcement,Tom Gillespie,26776.59,4/06/2004,Berrien,510290.0,0.291
9367,4STJTP,2020-03-31,1.0,SP47BS20,PRO-GARD BARRIER UNIT,85.0,4STJTP,Law Enforcement,Tom Gillespie,26776.59,4/06/2004,Berrien,510290.0,0.291
9368,4STJTP,2020-03-31,2.0,B4705UINT20,PRO-GARD CARGO BARRIER W/SA,450.0,4STJTP,Law Enforcement,Tom Gillespie,26776.59,4/06/2004,Berrien,510290.0,0.291
9369,4LINTP,2020-06-19,1.0,PRPSP4704UINT20A,PRO-GARD SPACE SVR PARTITION,840.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
9370,4LINTP,2020-06-19,1.0,B4705UINT20,PRO-GARD CARGO BARRIER W/SA,450.0,4LINTP,Law Enforcement,Tom Gillespie,24077.13,11/01/1999,Berrien,510290.0,0.291
9371,1HOLBP,2019-08-29,1.0,AAH02RDH9VA1AN,MOTO XPR 3500E 403-512 4W LKP,593.0,1HOLBP,Utilities,Keith Johnson,83773.36,11/01/1999,Ottawa,825673.0,0.309
9372,1HOLBP,2019-08-29,1.0,QA04950AS,ADD: TIA IMPRESS LV LI-ION,55.0,1HOLBP,Utilities,Keith Johnson,83773.36,11/01/1999,Ottawa,825673.0,0.309
9382,1FCSTJ,2019-07-26,3.0,400,RENTAL,35.0,1FCSTJ,Religious Institutions,Tom Gillespie,7369.71,6/14/2018,Berrien,510290.0,0.291
9383,1FCSTJ,2019-07-26,3.0,400,RENTAL,3.0,1FCSTJ,Religious Institutions,Tom Gillespie,7369.71,6/14/2018,Berrien,510290.0,0.291
9384,1FCSTJ,2019-07-26,3.0,400,RENTAL,10.0,1FCSTJ,Religious Institutions,Tom Gillespie,7369.71,6/14/2018,Berrien,510290.0,0.291
9386,4NEWPD,2020-02-19,1.0,F2380,MOTO MCD5000 DESKSET,1289.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
9387,4NEWPD,2020-02-19,1.0,FHN7469,MOTO MCD 5000 RGU POWER SUPPLY,99.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
9388,1COLQF,2019-07-31,7.0,HKVN4223,MOTO CP/CMM ANALOG TO DIGITAL,83.0,1COLQF,Manufacturing,Pat McBride,23107.09,11/01/1999,Muskegon,281690.0,0.176
9389,1COLQF,2019-07-31,1.0,TRAVEL,TRAVEL / ON-SITE FEE,100.0,1COLQF,Manufacturing,Pat McBride,23107.09,11/01/1999,Muskegon,281690.0,0.176
9391,1OTSEG,2019-07-26,12.0,T69GME10C0502-R,UNICATION G4/G5 SWITCHING PWR,30.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
9392,1WATPD,2019-07-31,1.0,C-MD-202,HAVIS TILT SWIVEL FOR COMPUTER,68.0,1WATPD,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.291
9393,1WATPD,2019-07-31,1.0,C-MD-114,HAVIS LOCKING SWING ARM,240.0,1WATPD,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.291
9394,1LUDSC,2019-08-29,1.0,AAM28QPC9RA1AN,MOTO XPR 5350E 403-470M 40W,713.0,1LUDSC,K12 Education,Pat McBride,41525.31,11/01/1999,Mason,88198.0,0.362
9395,1LUDSC,2019-08-29,1.0,HAE4003,UNITY GAIN ANT KIT-ROOF MNT.,20.0,1LUDSC,K12 Education,Pat McBride,41525.31,11/01/1999,Mason,88198.0,0.362
9396,1LUDSC,2019-08-29,1.0,TRAVEL TIME,Travel Time,75.0,1LUDSC,K12 Education,Pat McBride,41525.31,11/01/1999,Mason,88198.0,0.362
9397,4COVPD,2019-08-23,2.0,Q361AT,ENH: P25 9600 BAUD TRUNKING,300.0,4COVPD,Law Enforcement,Tom Gillespie,22666.41,11/01/1999,Van Buren,165946.0,0.257
9399,1MAGEG,2019-08-09,5.0,NNTN4497,MOTO LIION BATTERY 2250T,85.0,1MAGEG,Manufacturing,Kelly Hoek,64819.54,5/19/2017,Ottawa,825673.0,0.309
9400,1MAGEG,2019-08-09,5.0,PMMN4013,MOTO REMOTE SPEAKER MIC,73.5,1MAGEG,Manufacturing,Kelly Hoek,64819.54,5/19/2017,Ottawa,825673.0,0.309
9401,1MAGEG,2019-08-09,3.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,410.0,1MAGEG,Manufacturing,Kelly Hoek,64819.54,5/19/2017,Ottawa,825673.0,0.309
9402,1MAGEG,2019-08-09,5.0,PMAE4016,MOTO UHF WHIP ANT (403-520),11.75,1MAGEG,Manufacturing,Kelly Hoek,64819.54,5/19/2017,Ottawa,825673.0,0.309
9403,1MAGEG,2019-08-09,5.0,HLN8255,MOTO SPRING BELT CLIP,6.0,1MAGEG,Manufacturing,Kelly Hoek,64819.54,5/19/2017,Ottawa,825673.0,0.309
9404,1GUNFD,2019-08-29,26.0,T65G428001-R,UNICATION 2800 MAh LITHIUM ION,30.95,1GUNFD,Fire & EMS,Keith Johnson,3221.59,12/19/2012,Allegan,318656.0,0.149
9405,1OTISD,2019-07-31,1.0,DSCP10725UNTUNED,MOTO UHF MOBILE DUPLEXER,333.6,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9406,1OTISD,2019-07-31,1.0,PMLE4548,"MOTO ENCLOSURE, ONE UP",166.0,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9407,1OTISD,2019-07-31,1.0,ISB50LNC2,POLYPHASER BULKHEAD ARRESTOR,71.0,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
9408,1MNATS,2019-08-09,2.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,568.0,1MNATS,Services & Training,Skip Petrovich,5804.99,4/22/2019,Kent,1601574.0,0.421
9409,1MNATS,2019-08-09,2.0,QA02772,MOTO OPT:IMPRESS NC MIC,90.0,1MNATS,Services & Training,Skip Petrovich,5804.99,4/22/2019,Kent,1601574.0,0.421
9410,1FENFD,2019-08-30,6.0,T65G428001-R,UNICATION 2800 MAh LITHIUM ION,30.75,1FENFD,Fire & EMS,Keith Johnson,5537.85,11/01/1999,Allegan,318656.0,0.149
9411,1BTBAL,2019-08-16,10.0,AAH88YCD9SA2AN,MOTO SL 3500E 403-470 3W,596.0,1BTBAL,Manufacturing,Skip Petrovich,9380.95,4/03/2019,Kent,1601574.0,0.421
9412,1FENFD,2019-08-30,2.0,G4XXUNME01B,UNICATION REPLACEMENT BELT,12.6,1FENFD,Fire & EMS,Keith Johnson,5537.85,11/01/1999,Allegan,318656.0,0.149
9413,4KATWP,2019-07-31,11.0,SH1DTYQASDXX,GETAC S410 G2 BASIC i5-8250 14,2470.39,4KATWP,Law Enforcement,Tom Gillespie,46232.99,9/29/2003,Kalamazoo,1117141.0,0.361
9414,4KATWP,2019-07-31,11.0,GE-SVSREXT2Y,GETAC EXTENDED WARRANTY YEAR 4,279.0,4KATWP,Law Enforcement,Tom Gillespie,46232.99,9/29/2003,Kalamazoo,1117141.0,0.361
9415,4KATWP,2019-07-31,7.0,OHHGTC619,HAVIS S410 VEHICLE DOCK W/O RF,695.0,4KATWP,Law Enforcement,Tom Gillespie,46232.99,9/29/2003,Kalamazoo,1117141.0,0.361
